TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET
2.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;583;125
2.01.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;30;800
2.01.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;35;80
2.01.2021 00:00;BALIK;HANOS ( DEN›Z );KG;25;50
2.01.2021 00:00;BALIK;KILI« (DEN›Z);KG;450;450
2.01.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1300;1300
2.01.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;380;380
2.01.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;250;550
2.01.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;100;100
2.01.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;25;667
2.01.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;30;60
2.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;900;1200
2.01.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;100;250
2.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;208;1667
2.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;833;1667
2.01.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;50;130
2.01.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;350;350
2.01.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;15;50
2.01.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;30;60
2.01.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;200;200
2.01.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;500
2.01.2021 00:00;BALIK;KOLOR›T(DEN›Z);KG;140;140
2.01.2021 00:00;BALIK;DIL;KG;200;1300
2.01.2021 00:00;BALIK;BARBUN(KAYA);KG;500;1200
2.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;500;750
2.01.2021 00:00;BALIK;YENGE« (DEN›Z);KG;70;70
2.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;70;120
2.01.2021 00:00;BALIK;D›L(CANGIDEZ);KG;25;30
2.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;250;700
2.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1000;1500
2.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;20;100
2.01.2021 00:00;BALIK;MASKO DEN›Z;KG;120;120
2.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;400;600
2.01.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;85
2.01.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;200;200
2.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;700;800
2.01.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;75;85
2.01.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;600;750
2.01.2021 00:00;BALIK;KAM›T(DEN›Z);KG;50;50
2.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;900
2.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;190;340
2.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;175;175
2.01.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;160;170
2.01.2021 00:00;BALIK;TEK›R(DEN›Z);KG;50;80
2.01.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;550;550
2.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;583;125
2.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;1417
2.01.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;208;2083
2.01.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;50;90
2.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;50;3083
2.01.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;292;417
2.01.2021 00:00;BALIK;FENER (DEN›Z);KG;60;300
3.01.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;35
3.01.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;80;900
3.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;250
3.01.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;170;170
3.01.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;20;80
3.01.2021 00:00;BALIK;KILI« (DEN›Z);KG;250;250
3.01.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;75;85
3.01.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;25;500
3.01.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1000;1800
3.01.2021 00:00;BALIK;MASKO DEN›Z;KG;100;120
3.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;90;400
3.01.2021 00:00;BALIK;VATOZ (DEN›Z);KG;20;20
3.01.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;30;1600
3.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;500;1000
3.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;800;1200
3.01.2021 00:00;BALIK;BARBUN(KAYA);KG;600;1600
3.01.2021 00:00;BALIK;DIL;KG;250;1200
3.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;800;1600
3.01.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;320;370
3.01.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;40;350
3.01.2021 00:00;TATLI SU;«APAK(TATLI);KG;50;300
3.01.2021 00:00;BALIK;JAPON HAMS›;KG;100;1083
3.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;30;120
3.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;333;400
3.01.2021 00:00;BALIK;D›L(CANGIDEZ);KG;20;1000
3.01.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;333;250
3.01.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1200;1300
3.01.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;500;500
3.01.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;450;550
3.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;175;175
3.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;125;1667
3.01.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;40;150
3.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;333;1667
3.01.2021 00:00;BALIK;FENER (DEN›Z);KG;20;300
3.01.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;40;1000
3.01.2021 00:00;BALIK;TEK›R(DEN›Z);KG;60;120
3.01.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;25;150
3.01.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;20;20
3.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;60;160
3.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;583;1417
3.01.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;120;120
3.01.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;3125;3125
3.01.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;700
3.01.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;40;80
3.01.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;180;500
3.01.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;50;100
3.01.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;300;300
3.01.2021 00:00;BALIK;YENGE« (DEN›Z);KG;180;250
3.01.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;60;120
3.01.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;50;180
3.01.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1000;1200
3.01.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;30;60
3.01.2021 00:00;BALIK;KAM›T(DEN›Z);KG;50;50
3.01.2021 00:00;BALIK;AHTAPOT(DONUK);KG;350;500
3.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;400;800
3.01.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;730
3.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;120;400
3.01.2021 00:00;TATLI SU;SOMON ( TATLI );KG;300;550
3.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;200;600
3.01.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;20;1000
3.01.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;120
3.01.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;150;150
3.01.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;150;630
3.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;200;3500
3.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;125
3.01.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;25;60
4.01.2021 00:00;›THAL (DONUK);MEZG›T;KG;40;150
4.01.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1400;1800
4.01.2021 00:00;BALIK;KAM›T(DEN›Z);KG;417;833
4.01.2021 00:00;BALIK;D›L(CANGIDEZ);KG;50;50
4.01.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;140;250
4.01.2021 00:00;TATLI SU;YAYIN ( TATLI );KG;350;350
4.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;800;1200
4.01.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;80
4.01.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;40;170
4.01.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;1500
4.01.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;583;2917
4.01.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1100;1500
4.01.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;80;500
4.01.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;120;120
4.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;250;700
4.01.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;250;400
4.01.2021 00:00;BALIK;VATOZ (DEN›Z);KG;50;50
4.01.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;600;1300
4.01.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;150;900
4.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;20;250
4.01.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;140;250
4.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;200;450
4.01.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;40;80
4.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;600;1000
4.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;333;2083
4.01.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;50;250
4.01.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;3000;3000
4.01.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;15;60
4.01.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;180;340
4.01.2021 00:00;›THAL (DONUK);DONUK(KALAMAR);KG;650;650
4.01.2021 00:00;BALIK;KILI« (DEN›Z);KG;400;400
4.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;125;1667
4.01.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;250;550
4.01.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;10;60
4.01.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;18;583
4.01.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;583;2083
4.01.2021 00:00;BALIK;P›S› ( DEN›Z );KG;300;500
4.01.2021 00:00;TATLI SU;YILAN ( TATLI );KG;200;200
4.01.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;180;180
4.01.2021 00:00;BALIK;MINEKOP (DEN›Z);KG;300;400
4.01.2021 00:00;BALIK;›SPENDEK(DEN›Z);KG;520;520
4.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;600
4.01.2021 00:00;BALIK;TEK›R(DEN›Z);KG;50;90
4.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;250
4.01.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;100;100
4.01.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;20;25
4.01.2021 00:00;BALIK;TURNA (DEN›Z);KG;170;350
4.01.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;510;520
4.01.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;25;300
4.01.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;3125;3375
4.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;700;1800
4.01.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;350
4.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;667;450
4.01.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;100;100
4.01.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;150;160
4.01.2021 00:00;BALIK;JAPON HAMS›;KG;125;1417
4.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;400;1000
4.01.2021 00:00;BALIK;L‹FER(›R› BOY);KG;900;1300
4.01.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;50;400
4.01.2021 00:00;TATLI SU;SOMON ( TATLI );KG;270;270
4.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;450
4.01.2021 00:00;BALIK;DIL;KG;200;1400
4.01.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;30;1000
4.01.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;40
4.01.2021 00:00;BALIK;MASKO DEN›Z;KG;80;120
4.01.2021 00:00;›THAL (DONUK);DONUK TOMB›K;KG;40;40
4.01.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;50;650
4.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;165;175
4.01.2021 00:00;BALIK;PALASKA(DEN›Z);KG;20;20
4.01.2021 00:00;BALIK;YENGE« (DEN›Z);KG;200;200
4.01.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;120;780
4.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;50;400
4.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;50;300
4.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;333;150
4.01.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;100;500
4.01.2021 00:00;BALIK;MELANUR (DEN›Z);KG;60;200
4.01.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;60;60
4.01.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;100;800
4.01.2021 00:00;BALIK;FENER (DEN›Z);KG;50;350
4.01.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1400
5.01.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1100;1500
5.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;800;1500
5.01.2021 00:00;TATLI SU;YILAN ( TATLI );KG;200;200
5.01.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;50;250
5.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;417;250
5.01.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;40;600
5.01.2021 00:00;BALIK;FANGRI (DEN›Z);KG;1200;1200
5.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;208;2167
5.01.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;150;900
5.01.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;833;1667
5.01.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;833;200
5.01.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1600
5.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;400
5.01.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;20;20
5.01.2021 00:00;BALIK;FENER (DEN›Z);KG;50;350
5.01.2021 00:00;BALIK;BARBUN(KAYA);KG;600;1200
5.01.2021 00:00;BALIK;JAPON HAMS›;KG;125;1667
5.01.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;950;1000
5.01.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;333;100
5.01.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;80;170
5.01.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;30;90
5.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;30;250
5.01.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;40;150
5.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;450;1000
5.01.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;40
5.01.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;620
5.01.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;20;60
5.01.2021 00:00;BALIK;VATOZ (DEN›Z);KG;20;50
5.01.2021 00:00;BALIK;TURNA (DEN›Z);KG;200;550
5.01.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;220;300
5.01.2021 00:00;›THAL (DONUK);MEZG›T;KG;50;140
5.01.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;1200
5.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;1417
5.01.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1000;1300
5.01.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;20;200
5.01.2021 00:00;BALIK;P›S› ( DEN›Z );KG;700;700
5.01.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;30;400
5.01.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;25;150
5.01.2021 00:00;BALIK;MINEKOP (DEN›Z);KG;400;400
5.01.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;400;500
5.01.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;230;230
5.01.2021 00:00;BALIK;MELANUR (DEN›Z);KG;100;200
5.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;667;3333
5.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;60;150
5.01.2021 00:00;BALIK;TEK›R(DEN›Z);KG;50;80
5.01.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;350;600
5.01.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;550;600
5.01.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;40;140
5.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;2083
5.01.2021 00:00;BALIK;DIL;KG;200;1500
5.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;500;700
5.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;800;1200
5.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;300
5.01.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1000;1500
5.01.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;150;150
5.01.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1300;1300
5.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;2333
5.01.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;300;400
5.01.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;25;800
5.01.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;100;300
5.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;650;1000
5.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;175;175
5.01.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;80;200
5.01.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;40;110
5.01.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;300;300
5.01.2021 00:00;TATLI SU;SOMON ( TATLI );KG;350;350
5.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;250;450
5.01.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;80
6.01.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;30
6.01.2021 00:00;BALIK;LOKUM(DEN›Z);KG;150;150
6.01.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;50;400
6.01.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;150;180
6.01.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;208;1667
6.01.2021 00:00;BALIK;KOLOR›T(DEN›Z);KG;1167;1167
6.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;30;600
6.01.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;1625;3125
6.01.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;200;600
6.01.2021 00:00;TATLI SU;SOMON ( TATLI );KG;280;280
6.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;500;1100
6.01.2021 00:00;BALIK;MELANUR (DEN›Z);KG;160;160
6.01.2021 00:00;BALIK;AKYA (DEN›Z);KG;300;300
6.01.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1000
6.01.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;80;500
6.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;83;1167
6.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;350
6.01.2021 00:00;TATLI SU;YILAN ( TATLI );KG;300;350
6.01.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;100;700
6.01.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;1500
6.01.2021 00:00;BALIK;DIL;KG;300;1400
6.01.2021 00:00;BALIK;FENER (DEN›Z);KG;40;350
6.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;800;1200
6.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;667;350
6.01.2021 00:00;BALIK;TEK›R(DEN›Z);KG;50;150
6.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;833;2083
6.01.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;15;70
6.01.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;45;400
6.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;900;1700
6.01.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;200;410
6.01.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;100;200
6.01.2021 00:00;TATLI SU;SUDAK ( TATLI );KG;200;200
6.01.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;30;1200
6.01.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;100;150
6.01.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1100;1600
6.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;50;1000
6.01.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;25;260
6.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;165;180
6.01.2021 00:00;BALIK;MARYA(DEN›Z);KG;1100;1100
6.01.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;80
6.01.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1300;1800
6.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;250;350
6.01.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;80;80
6.01.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;1500;1500
6.01.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;80;150
6.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;208;250
6.01.2021 00:00;›THAL (DONUK);DONUK TOMB›K;KG;333;333
6.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;190;450
6.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;40;130
6.01.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;180
6.01.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;190;800
6.01.2021 00:00;BALIK;MASKO DEN›Z;KG;70;120
6.01.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;20;60
6.01.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;80;800
6.01.2021 00:00;BALIK;VATOZ (DEN›Z);KG;20;20
6.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;125;2083
6.01.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1000;1700
6.01.2021 00:00;BALIK;KAM›T(DEN›Z);KG;583;583
6.01.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;50;583
6.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;40;170
6.01.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1000;1000
6.01.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;75;900
6.01.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;20;20
6.01.2021 00:00;BALIK;JAPON HAMS›;KG;1083;1333
6.01.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;75;2917
6.01.2021 00:00;BALIK;TURNA (DEN›Z);KG;60;250
6.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;700;700
6.01.2021 00:00;TATLI SU;YAYIN ( TATLI );KG;200;200
6.01.2021 00:00;›THAL (DONUK);MEZG›T;KG;60;150
6.01.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;140;350
6.01.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;40;90
6.01.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;170;200
6.01.2021 00:00;TATLI SU;«APAK(TATLI);KG;60;80
6.01.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;270;600
6.01.2021 00:00;BALIK;D›L(CANGIDEZ);KG;20;20
7.01.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;175;175
7.01.2021 00:00;TATLI SU;«APAK(TATLI);KG;30;30
7.01.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;25;400
7.01.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;400;1200
7.01.2021 00:00;BALIK;HAMSI (DEN›Z);KG;208;2583
7.01.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;300
7.01.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;3125;3375
7.01.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1200;1600
7.01.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;8333
7.01.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;100;400
7.01.2021 00:00;BALIK;DIL;KG;200;1500
7.01.2021 00:00;BALIK;LEVREK (DEN›Z);KG;250;1000
7.01.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1000;1300
7.01.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;700;1100
7.01.2021 00:00;BALIK;SARPA (DEN›Z);KG;80;230
7.01.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;180;1600
7.01.2021 00:00;TATLI SU;YAYIN ( TATLI );KG;220;220
7.01.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;120;900
7.01.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;700;1500
7.01.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;1917
7.01.2021 00:00;BALIK;YABAN› KALAMAR;KG;30;140
7.01.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;1000
7.01.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;70;500
7.01.2021 00:00;BALIK;KEFAL (DEN›Z);KG;50;450
7.01.2021 00:00;BALIK;«IPURA (DEN›Z);KG;250;700
7.01.2021 00:00;TATLI SU;YILAN ( TATLI );KG;300;300
7.01.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;170;170
7.01.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;50;2917
