TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET
23.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;400;450
23.03.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;2917;2917
23.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;280;420
23.03.2021 00:00;›THAL (DONUK);MEZG›T;KG;80;80
23.03.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;80;80
23.03.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;400;400
23.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;150;150
23.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;20;60
23.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;300
23.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;230;1300
24.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;167;2417
24.03.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;400;900
24.03.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;20;120
24.03.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;150;350
24.03.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;250;250
24.03.2021 00:00;BALIK;LOKUM(DEN›Z);KG;150;160
24.03.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;200;200
24.03.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1800;2000
24.03.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;250
24.03.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;50;600
24.03.2021 00:00;BALIK;YENGE« (DEN›Z);KG;250;250
24.03.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1000;1500
24.03.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;150
24.03.2021 00:00;BALIK;FENER (DEN›Z);KG;30;350
24.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;80;250
24.03.2021 00:00;BALIK;MELANUR (DEN›Z);KG;220;550
24.03.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;700;1500
24.03.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;220;600
24.03.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;185;185
24.03.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;2083
24.03.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;170;1000
24.03.2021 00:00;BALIK;«IPURA (DEN›Z);KG;800;1100
24.03.2021 00:00;BALIK;KAM›T(DEN›Z);KG;25;25
24.03.2021 00:00;BALIK;LEVREK (DEN›Z);KG;400;900
24.03.2021 00:00;BALIK;«U«UNA;KG;75;75
24.03.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;130;130
24.03.2021 00:00;BALIK;YABAN› KALAMAR;KG;50;200
24.03.2021 00:00;BALIK;BARBUN (TEK›R);KG;110;2500
24.03.2021 00:00;TATLI SU;YILAN ( TATLI );KG;250;250
24.03.2021 00:00;BALIK;BARBUN(KAYA);KG;500;2000
24.03.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;150;150
24.03.2021 00:00;BALIK;TRAN«A (DEN›Z);KG;1700;1700
24.03.2021 00:00;BALIK;PALASKA(DEN›Z);KG;120;120
24.03.2021 00:00;BALIK;HAMSI (DEN›Z);KG;417;2083
24.03.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;700;700
24.03.2021 00:00;BALIK;SARPA (DEN›Z);KG;150;220
24.03.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;80;520
24.03.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;35;150
24.03.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1000;2800
24.03.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;130;420
24.03.2021 00:00;BALIK;DONUK SARDALYA;KG;125;150
24.03.2021 00:00;BALIK;FANGRI (DEN›Z);KG;1300;2000
24.03.2021 00:00;BALIK;DIL;KG;60;1600
24.03.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1300;1800
24.03.2021 00:00;BALIK;TURNA (DEN›Z);KG;130;600
24.03.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;40;300
24.03.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;120;350
24.03.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;200;200
24.03.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;50;150
24.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;10;30
24.03.2021 00:00;BALIK;HANOS ( DEN›Z );KG;15;80
24.03.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;1500;2000
24.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;500;500
24.03.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;150;700
24.03.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;100;1400
24.03.2021 00:00;BALIK;TEK›R(DEN›Z);KG;100;800
24.03.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;400;1000
24.03.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;300;800
24.03.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;120;150
24.03.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;40;2917
24.03.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;15;1200
24.03.2021 00:00;BALIK;MASKO DEN›Z;KG;150;150
24.03.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;100;3167
24.03.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;210;690
24.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;450;450
24.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;220;600
24.03.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;1100
24.03.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;833;1667
24.03.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;333;400
24.03.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;30;120
24.03.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;280
24.03.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;15;100
24.03.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;1000;1000
24.03.2021 00:00;BALIK;AKYA (DEN›Z);KG;500;550
24.03.2021 00:00;BALIK;D›L(CANGIDEZ);KG;100;100
24.03.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;25;1700
25.03.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;333;1417
25.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;450;450
25.03.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;25;530
25.03.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;350
25.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;150;400
25.03.2021 00:00;BALIK;LOKUM(DEN›Z);KG;40;150
25.03.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;200;200
25.03.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;700
25.03.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;60;600
25.03.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;417;3083
25.03.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;90;600
25.03.2021 00:00;BALIK;LEVREK (DEN›Z);KG;700;1200
25.03.2021 00:00;›THAL (DONUK);MEZG›T;KG;80;80
25.03.2021 00:00;BALIK;P›S› ( DEN›Z );KG;700;700
25.03.2021 00:00;BALIK;ISTAVR›T (DONUK);KG;667;1417
25.03.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;333;2083
25.03.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;20;80
25.03.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;400;1000
25.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;150;150
25.03.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;50;450
25.03.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;20;900
25.03.2021 00:00;TATLI SU;YILAN ( TATLI );KG;25;30
25.03.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1000;1300
25.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;30;30
25.03.2021 00:00;BALIK;«›M«›M (DONUK);KG;450;450
25.03.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;2200
25.03.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;1000;1300
25.03.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;83;250
25.03.2021 00:00;BALIK;DONUK HAMS›;KG;100;100
25.03.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;800;1800
25.03.2021 00:00;BALIK;«IPURA (DEN›Z);KG;300;1100
25.03.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;150
25.03.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;667;250
25.03.2021 00:00;BALIK;HANOS ( DEN›Z );KG;25;80
25.03.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;30;150
25.03.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;250;350
25.03.2021 00:00;BALIK;D›L(CANGIDEZ);KG;150;150
25.03.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;80;135
25.03.2021 00:00;BALIK;BARBUN(KAYA);KG;1200;1500
25.03.2021 00:00;BALIK;YABAN› KALAMAR;KG;30;200
25.03.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1200;1200
25.03.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;680;700
25.03.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;180;1400
25.03.2021 00:00;TATLI SU;«APAK(TATLI);KG;25;25
25.03.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;300;600
25.03.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;30;1000
25.03.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;30;1800
25.03.2021 00:00;BALIK;MASKO DEN›Z;KG;100;150
25.03.2021 00:00;BALIK;DIL;KG;300;2000
25.03.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;250;350
25.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;250;450
25.03.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;400;1000
25.03.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;350;500
25.03.2021 00:00;BALIK;TURNA (DEN›Z);KG;40;700
25.03.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;200;200
25.03.2021 00:00;BALIK;TEK›R(DEN›Z);KG;80;700
25.03.2021 00:00;BALIK;TIRSI (DEN›Z);KG;708;250
25.03.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;15;70
25.03.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1100;1300
25.03.2021 00:00;BALIK;SARPA (DEN›Z);KG;60;300
25.03.2021 00:00;BALIK;KAM›T(DEN›Z);KG;625;625
25.03.2021 00:00;BALIK;KUPEZ (DONUK);KG;25;25
25.03.2021 00:00;BALIK;MELANUR (DEN›Z);KG;200;250
25.03.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;2000;2500
25.03.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;20;20
25.03.2021 00:00;BALIK;FENER (DEN›Z);KG;50;400
25.03.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;250;2800
25.03.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;250;800
25.03.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;3333
25.03.2021 00:00;BALIK;TRAN«A (DEN›Z);KG;1000;1500
25.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;800
26.03.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1700
26.03.2021 00:00;BALIK;LEVREK (DEN›Z);KG;400;800
26.03.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;40;1000
26.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;200;380
26.03.2021 00:00;BALIK;«IPURA (DEN›Z);KG;250;1000
26.03.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;2500
26.03.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;300;400
26.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;275
26.03.2021 00:00;›THAL (DONUK);MEZG›T;KG;70;70
26.03.2021 00:00;TATLI SU;YILAN ( TATLI );KG;40;40
26.03.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;250;250
26.03.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;80;80
26.03.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;250;350
26.03.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;250;650
26.03.2021 00:00;BALIK;FENER (DEN›Z);KG;40;400
26.03.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;400;1000
26.03.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;250;640
26.03.2021 00:00;BALIK;YABAN› KALAMAR;KG;80;250
26.03.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;500
26.03.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;75;300
26.03.2021 00:00;BALIK;AKYA (DEN›Z);KG;500;500
26.03.2021 00:00;BALIK;TRAN«A (DEN›Z);KG;1200;1200
26.03.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;833;2083
26.03.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;480;480
26.03.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;70;510
26.03.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;2083
26.03.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;790
26.03.2021 00:00;BALIK;KAM›T(DEN›Z);KG;833;833
26.03.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;250;250
26.03.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;700;700
26.03.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;200;2500
26.03.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;20;100
26.03.2021 00:00;BALIK;«›M«›M (DONUK);KG;450;450
26.03.2021 00:00;BALIK;SARPA (DEN›Z);KG;70;200
26.03.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;125;3333
26.03.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;100;650
26.03.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;350;650
26.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;15;30
26.03.2021 00:00;BALIK;MASKO DEN›Z;KG;100;150
26.03.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;20;80
26.03.2021 00:00;BALIK;TIRSI (DEN›Z);KG;667;250
26.03.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1000;1300
26.03.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;417;583
26.03.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;250;250
26.03.2021 00:00;BALIK;D›L(CANGIDEZ);KG;60;150
26.03.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;20;150
26.03.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;80;1200
26.03.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;120;1400
26.03.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;2000
26.03.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;417;600
26.03.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;20;80
26.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;450;450
26.03.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;20;120
26.03.2021 00:00;BALIK;MELANUR (DEN›Z);KG;250;250
26.03.2021 00:00;BALIK;TURNA (DEN›Z);KG;300;600
26.03.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;170;250
26.03.2021 00:00;BALIK;BARBUN(KAYA);KG;1000;1200
26.03.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;200;200
26.03.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;100;1000
26.03.2021 00:00;BALIK;TEK›R(DEN›Z);KG;70;90
26.03.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;160;500
26.03.2021 00:00;BALIK;DONUK D›L;KG;200;200
26.03.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;800;800
26.03.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;600;1800
26.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;90;90
26.03.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;40;40
26.03.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;180
26.03.2021 00:00;BALIK;P›S› ( DEN›Z );KG;700;1500
26.03.2021 00:00;BALIK;DIL;KG;450;2000
26.03.2021 00:00;BALIK;HANOS ( DEN›Z );KG;25;80
26.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;400;700
26.03.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;25;3333
26.03.2021 00:00;BALIK;YENGE« (DEN›Z);KG;250;250
27.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;50;250
27.03.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;70;800
27.03.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;80;600
27.03.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;200;1000
27.03.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;500
27.03.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;200;200
27.03.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1100;1400
27.03.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;50;1000
27.03.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;175;200
27.03.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;1917;250
27.03.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;500;2200
27.03.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;400;1000
27.03.2021 00:00;BALIK;SARPA (DEN›Z);KG;100;200
27.03.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;15;200
27.03.2021 00:00;BALIK;MASKO DEN›Z;KG;100;150
27.03.2021 00:00;BALIK;DONUK HAMS›;KG;1667;1667
27.03.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;30;5000
27.03.2021 00:00;BALIK;BARBUN(KAYA);KG;800;1800
27.03.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;100;250
27.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;220;550
27.03.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;800;2000
27.03.2021 00:00;BALIK;÷KS‹Z(DEN›Z);KG;80;120
27.03.2021 00:00;BALIK;KEREV›T ( DEN›Z );KG;30;30
27.03.2021 00:00;BALIK;LEVREK (DEN›Z);KG;300;1000
27.03.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;2917
27.03.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;25;1200
27.03.2021 00:00;BALIK;FENER (DEN›Z);KG;30;400
27.03.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;40;1700
27.03.2021 00:00;BALIK;D›L(CANGIDEZ);KG;50;250
27.03.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;150;400
27.03.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;160;500
27.03.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;300;400
27.03.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;333;375
27.03.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;100;120
27.03.2021 00:00;›THAL (DONUK);DONUK(KALAMAR);KG;700;700
27.03.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;2083
27.03.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;60;1200
27.03.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;667;2917
27.03.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;60
27.03.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;700;700
27.03.2021 00:00;BALIK;«IPURA (DEN›Z);KG;200;1100
27.03.2021 00:00;BALIK;TRAN«A (DEN›Z);KG;1300;1500
27.03.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;50;375
27.03.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;100;150
27.03.2021 00:00;BALIK;YABAN› KALAMAR;KG;40;200
27.03.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;440
27.03.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;30;120
27.03.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;150
27.03.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;800;800
27.03.2021 00:00;BALIK;LOKUM(DEN›Z);KG;30;150
27.03.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;300;650
27.03.2021 00:00;BALIK;TEK›R(DEN›Z);KG;80;700
27.03.2021 00:00;BALIK;KAM›T(DEN›Z);KG;167;1333
27.03.2021 00:00;BALIK;DIL;KG;400;1700
27.03.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;25;350
27.03.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;1800
27.03.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;450;700
27.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;320;450
27.03.2021 00:00;TATLI SU;YILAN ( TATLI );KG;30;30
27.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;25;30
27.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;50;450
27.03.2021 00:00;BALIK;MELANUR (DEN›Z);KG;250;300
27.03.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;350;350
27.03.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;50;1300
27.03.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;200
27.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;250
27.03.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;50;300
27.03.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;70;300
27.03.2021 00:00;BALIK;TURNA (DEN›Z);KG;150;600
27.03.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;1000;1000
27.03.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1400;1400
27.03.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;121;250
28.03.2021 00:00;BALIK;MELANUR (DEN›Z);KG;200;300
28.03.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;140;300
28.03.2021 00:00;BALIK;HANOS ( DEN›Z );KG;30;70
28.03.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1200;1700
28.03.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;680;680
28.03.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1000;1100
28.03.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;1200
28.03.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;20;150
28.03.2021 00:00;BALIK;FENER (DEN›Z);KG;50;400
28.03.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;417;250
28.03.2021 00:00;BALIK;VATOZ (DEN›Z);KG;20;30
28.03.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;250;300
28.03.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;120;320
28.03.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;2083
28.03.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;100;900
28.03.2021 00:00;BALIK;KEFAL (DEN›Z);KG;583;350
28.03.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;30;170
28.03.2021 00:00;BALIK;TEK›R(DEN›Z);KG;120;400
28.03.2021 00:00;BALIK;BARBUN(KAYA);KG;500;1200
28.03.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;100;650
28.03.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;40;1700
28.03.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;30;4000
28.03.2021 00:00;BALIK;SARPA (DEN›Z);KG;70;180
28.03.2021 00:00;BALIK;YENGE« (DEN›Z);KG;200;200
28.03.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;70;110
28.03.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;600
28.03.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;220;550
28.03.2021 00:00;TATLI SU;«APAK(TATLI);KG;50;50
28.03.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;150;2000
28.03.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;583;450
28.03.2021 00:00;BALIK;YABAN› KALAMAR;KG;50;150
28.03.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;1417;2083
28.03.2021 00:00;BALIK;KOLOR›T(DEN›Z);KG;1667;1667
28.03.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;120;1300
28.03.2021 00:00;BALIK;BARBUN (TEK›R);KG;100;1700
28.03.2021 00:00;TATLI SU;ALABALIK(DONUK);KG;320;320
28.03.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;60;300
28.03.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;25;2917
28.03.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;60;900
28.03.2021 00:00;BALIK;DONUK HAMS›;KG;150;1667
28.03.2021 00:00;›THAL (DONUK);MEZG›T;KG;80;150
28.03.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;150;800
28.03.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1450;1500
28.03.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;15;50
28.03.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;300;2500
28.03.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;30;1200
28.03.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;35;250
28.03.2021 00:00;BALIK;DIL;KG;40;1600
28.03.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;60;60
28.03.2021 00:00;BALIK;MASKO DEN›Z;KG;100;150
28.03.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;250;250
28.03.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;200;1500
28.03.2021 00:00;BALIK;TIRSI (DEN›Z);KG;25;1667
28.03.2021 00:00;BALIK;LEVREK (DEN›Z);KG;250;600
28.03.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;150
28.03.2021 00:00;BALIK;AKYA (DEN›Z);KG;280;540
28.03.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;80;650
28.03.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;200;200
28.03.2021 00:00;BALIK;TRAN«A (DEN›Z);KG;1000;2000
28.03.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;100;600
28.03.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;300;300
28.03.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;25;500
28.03.2021 00:00;BALIK;«IPURA (DEN›Z);KG;200;1100
28.03.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;150;150
28.03.2021 00:00;BALIK;TURNA (DEN›Z);KG;550;650
28.03.2021 00:00;TATLI SU;SOMON ( TATLI );KG;420;420
28.03.2021 00:00;BALIK;HAMSI (DEN›Z);KG;25;2917
28.03.2021 00:00;BALIK;KILI« (DEN›Z);KG;400;500
28.03.2021 00:00;BALIK;D›L(CANGIDEZ);KG;20;150
