YIL;AY;YARDIM_TALEBI;CINSIYET;YAS_ARALIGI;BASVURU_ADEDI
2017;3;HASTA YATAĞI;KADIN;65+;2
2017;5;HASTA YATAĞI;ERKEK;65+;6
2017;3;HASTA YATAĞI;ERKEK;65+;1
2017;7;HASTA YATAĞI;KADIN;65+;3
2017;8;HASTA YATAĞI;ERKEK;65+;2
2017;12;HASTA YATAĞI;ERKEK;25-34;1
2017;7;HASTA YATAĞI;ERKEK;25-34;1
2017;5;HASTA YATAĞI;KADIN;65+;3
2017;11;HASTA YATAĞI;KADIN;55-64;2
2017;1;HASTA YATAĞI;KADIN;55-64;1
2017;9;HASTA YATAĞI;KADIN;65+;1
2017;6;HASTA YATAĞI;ERKEK;65+;1
2017;10;HASTA YATAĞI;KADIN;65+;3
2017;9;HASTA YATAĞI;ERKEK;65+;1
2017;1;HASTA YATAĞI;ERKEK;45-54;2
2017;3;HASTA YATAĞI;KADIN;45-54;1
2017;6;HASTA YATAĞI;KADIN;18 Altı;1
2017;1;HASTA YATAĞI;ERKEK;25-34;1
2017;3;HASTA YATAĞI;ERKEK;55-64;1
2017;7;HASTA YATAĞI;KADIN;55-64;1
2017;9;HASTA YATAĞI;KADIN;45-54;2
2017;8;HASTA YATAĞI;KADIN;65+;1
2017;5;HASTA YATAĞI;ERKEK;55-64;1
2017;4;HASTA YATAĞI;KADIN;65+;3
2017;1;HASTA YATAĞI;ERKEK;65+;1
2017;9;HAVALI YATAK;KADIN;45-54;1
2017;8;HAVALI YATAK;KADIN;65+;1
2017;12;HAVALI YATAK;KADIN;18 Altı;1
2017;3;HAVALI YATAK;ERKEK;55-64;1
2017;3;HAVALI YATAK;KADIN;65+;2
2017;6;HAVALI YATAK;ERKEK;45-54;1
2017;2;HAVALI YATAK;KADIN;18 Altı;1
2017;12;HAVALI YATAK;ERKEK;65+;1
2017;6;HAVALI YATAK;KADIN;65+;1
2017;10;HAVALI YATAK;KADIN;65+;2
2017;7;HAVALI YATAK;ERKEK;65+;1
2017;1;HAVALI YATAK;ERKEK;45-54;1
2017;2;HAYVANCILIK;KADIN;65+;1
2017;2;HAYVANCILIK;KADIN;45-54;3
2017;5;HAYVANCILIK;ERKEK;45-54;26
2017;2;HAYVANCILIK;KADIN;55-64;1
2017;3;HAYVANCILIK;ERKEK;55-64;42
2017;5;HAYVANCILIK;ERKEK;65+;21
2017;3;HAYVANCILIK;ERKEK;35-44;41
2017;5;HAYVANCILIK;ERKEK;35-44;24
2017;2;HAYVANCILIK;ERKEK;65+;11
2017;5;HAYVANCILIK;KADIN;25-34;1
2017;2;HAYVANCILIK;ERKEK;55-64;26
2017;5;HAYVANCILIK;ERKEK;55-64;25
2017;5;HAYVANCILIK;KADIN;55-64;6
2017;5;HAYVANCILIK;KADIN;35-44;1
2017;3;HAYVANCILIK;KADIN;35-44;5
2017;2;HAYVANCILIK;KADIN;35-44;5
2017;2;HAYVANCILIK;KADIN;25-34;1
2017;2;HAYVANCILIK;ERKEK;35-44;34
2017;3;HAYVANCILIK;ERKEK;65+;8
2017;5;HAYVANCILIK;ERKEK;25-34;4
2017;5;HAYVANCILIK;KADIN;45-54;3
2017;3;HAYVANCILIK;ERKEK;45-54;55
2017;2;HAYVANCILIK;BELİRSİZ;65+;1
2017;2;HAYVANCILIK;ERKEK;45-54;50
2017;2;HAYVANCILIK;ERKEK;25-34;7
2017;3;HAYVANCILIK;KADIN;45-54;3
2017;3;HAYVANCILIK;ERKEK;25-34;14
2017;11;MANUEL TEKERLEKLİ SANDALYE;KADIN;55-64;1
2017;1;MANUEL TEKERLEKLİ SANDALYE;KADIN;55-64;1
2017;9;MANUEL TEKERLEKLİ SANDALYE;ERKEK;18 Altı;1
2017;5;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;3
2017;10;MANUEL TEKERLEKLİ SANDALYE;KADIN;25-34;1
2017;7;MANUEL TEKERLEKLİ SANDALYE;ERKEK;55-64;2
2017;7;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;2
2017;3;MANUEL TEKERLEKLİ SANDALYE;KADIN;45-54;1
2017;10;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2017;7;MANUEL TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2017;1;MANUEL TEKERLEKLİ SANDALYE;KADIN;18 Altı;1
2017;7;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;1
2017;9;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;1
2017;2;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2017;5;MANUEL TEKERLEKLİ SANDALYE;KADIN;45-54;1
2017;11;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;1
2017;12;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;1
2017;4;MANUEL TEKERLEKLİ SANDALYE;KADIN;45-54;1
2017;4;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;4
2017;5;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2017;3;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;3
2017;6;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;3
2017;7;MANUEL TEKERLEKLİ SANDALYE;ERKEK;25-34;1
2017;6;MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;1
2017;11;MANUEL TEKERLEKLİ SANDALYE;ERKEK;18-24;1
2017;5;MANUEL TEKERLEKLİ SANDALYE;ERKEK;35-44;1
2017;6;MANUEL TEKERLEKLİ SANDALYE;ERKEK;45-54;2
2017;1;MANUEL TEKERLEKLİ SANDALYE;KADIN;35-44;1
2017;9;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2017;1;MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;3
2017;4;MANUEL TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2017;2;NAKDİ YARDIM;KADIN;25-34;157
2017;3;NAKDİ YARDIM;ERKEK;65+;183
2017;3;NAKDİ YARDIM;ERKEK;35-44;312
2017;6;NAKDİ YARDIM;ERKEK;35-44;108
2017;9;NAKDİ YARDIM;KADIN;35-44;330
2017;4;NAKDİ YARDIM;KADIN;18-24;32
2017;7;NAKDİ YARDIM;ERKEK;35-44;147
2017;2;NAKDİ YARDIM;KADIN;45-54;44
2017;9;NAKDİ YARDIM;ERKEK;35-44;146
2017;1;NAKDİ YARDIM;ERKEK;25-34;37
2017;6;NAKDİ YARDIM;KADIN;65+;102
2017;7;NAKDİ YARDIM;KADIN;55-64;58
2017;4;NAKDİ YARDIM;ERKEK;55-64;64
2017;11;NAKDİ YARDIM;KADIN;18-24;10
2017;12;NAKDİ YARDIM;KADIN;35-44;37
2017;7;NAKDİ YARDIM;ERKEK;55-64;52
2017;7;NAKDİ YARDIM;ERKEK;25-34;84
2017;9;NAKDİ YARDIM;ERKEK;45-54;42
2017;11;NAKDİ YARDIM;ERKEK;55-64;12
2017;3;NAKDİ YARDIM;KADIN;45-54;82
2017;5;NAKDİ YARDIM;KADIN;18-24;39
2017;7;NAKDİ YARDIM;ERKEK;45-54;85
2017;1;NAKDİ YARDIM;KADIN;35-44;173
2017;4;NAKDİ YARDIM;KADIN;35-44;143
2017;12;NAKDİ YARDIM;ERKEK;35-44;16
2017;7;NAKDİ YARDIM;KADIN;35-44;285
2017;5;NAKDİ YARDIM;ERKEK;25-34;75
2017;3;NAKDİ YARDIM;ERKEK;18-24;6
2017;4;NAKDİ YARDIM;ERKEK;65+;87
2017;6;NAKDİ YARDIM;KADIN;55-64;45
2017;8;NAKDİ YARDIM;KADIN;65+;63
2017;4;NAKDİ YARDIM;ERKEK;45-54;55
2017;1;NAKDİ YARDIM;KADIN;55-64;17
2017;9;NAKDİ YARDIM;KADIN;55-64;17
2017;11;NAKDİ YARDIM;ERKEK;45-54;12
2017;12;NAKDİ YARDIM;ERKEK;45-54;24
2017;11;NAKDİ YARDIM;KADIN;65+;19
2017;4;NAKDİ YARDIM;KADIN;18 Altı;1
2017;12;NAKDİ YARDIM;KADIN;65+;18
2017;11;NAKDİ YARDIM;ERKEK;25-34;11
2017;12;NAKDİ YARDIM;ERKEK;25-34;7
2017;8;NAKDİ YARDIM;ERKEK;18-24;1
2017;8;NAKDİ YARDIM;KADIN;25-34;258
2017;3;NAKDİ YARDIM;KADIN;35-44;231
2017;2;NAKDİ YARDIM;KADIN;35-44;198
2017;10;NAKDİ YARDIM;KADIN;25-34;148
2017;10;NAKDİ YARDIM;ERKEK;45-54;30
2017;5;NAKDİ YARDIM;KADIN;65+;88
2017;2;NAKDİ YARDIM;KADIN;65+;25
2017;7;NAKDİ YARDIM;KADIN;18-24;23
2017;3;NAKDİ YARDIM;KADIN;55-64;62
2017;10;NAKDİ YARDIM;KADIN;55-64;19
2017;9;NAKDİ YARDIM;KADIN;45-54;60
2017;9;NAKDİ YARDIM;KADIN;65+;29
2017;9;NAKDİ YARDIM;ERKEK;55-64;19
2017;2;NAKDİ YARDIM;ERKEK;55-64;20
2017;5;NAKDİ YARDIM;ERKEK;18-24;6
2017;3;NAKDİ YARDIM;ERKEK;45-54;334
2017;4;NAKDİ YARDIM;ERKEK;35-44;86
2017;1;NAKDİ YARDIM;ERKEK;45-54;47
2017;5;NAKDİ YARDIM;ERKEK;35-44;121
2017;1;NAKDİ YARDIM;KADIN;25-34;163
2017;2;NAKDİ YARDIM;ERKEK;65+;23
2017;10;NAKDİ YARDIM;KADIN;45-54;44
2017;11;NAKDİ YARDIM;KADIN;25-34;46
2017;7;NAKDİ YARDIM;ERKEK;65+;61
2017;8;NAKDİ YARDIM;ERKEK;65+;39
2017;12;NAKDİ YARDIM;KADIN;25-34;30
2017;6;NAKDİ YARDIM;KADIN;45-54;90
2017;3;NAKDİ YARDIM;KADIN;18-24;23
2017;11;NAKDİ YARDIM;KADIN;45-54;25
2017;11;NAKDİ YARDIM;KADIN;35-44;52
2017;1;NAKDİ YARDIM;ERKEK;18-24;1
2017;11;NAKDİ YARDIM;KADIN;55-64;13
2017;9;NAKDİ YARDIM;ERKEK;18-24;2
2017;10;NAKDİ YARDIM;ERKEK;35-44;92
2017;3;NAKDİ YARDIM;ERKEK;55-64;299
2017;7;NAKDİ YARDIM;KADIN;25-34;281
2017;5;NAKDİ YARDIM;ERKEK;55-64;51
2017;9;NAKDİ YARDIM;KADIN;25-34;272
2017;4;NAKDİ YARDIM;KADIN;25-34;160
2017;5;NAKDİ YARDIM;KADIN;55-64;56
2017;11;NAKDİ YARDIM;ERKEK;35-44;19
2017;4;NAKDİ YARDIM;ERKEK;25-34;36
2017;10;NAKDİ YARDIM;KADIN;18-24;19
2017;12;NAKDİ YARDIM;ERKEK;65+;13
2017;12;NAKDİ YARDIM;ERKEK;55-64;17
2017;4;NAKDİ YARDIM;ERKEK;18-24;3
2017;12;NAKDİ YARDIM;ERKEK;18-24;2
2017;9;NAKDİ YARDIM;ERKEK;65+;19
2017;2;NAKDİ YARDIM;ERKEK;45-54;63
2017;1;NAKDİ YARDIM;KADIN;45-54;52
2017;5;NAKDİ YARDIM;KADIN;25-34;316
2017;5;NAKDİ YARDIM;KADIN;35-44;276
2017;6;NAKDİ YARDIM;ERKEK;45-54;82
2017;6;NAKDİ YARDIM;ERKEK;25-34;60
2017;8;NAKDİ YARDIM;ERKEK;25-34;60
2017;8;NAKDİ YARDIM;KADIN;18-24;21
2017;6;NAKDİ YARDIM;KADIN;18-24;31
2017;12;NAKDİ YARDIM;KADIN;55-64;11
2017;1;NAKDİ YARDIM;KADIN;18-24;7
2017;11;NAKDİ YARDIM;ERKEK;18-24;2
2017;1;NAKDİ YARDIM;ERKEK;55-64;15
2017;6;NAKDİ YARDIM;ERKEK;65+;146
2017;2;NAKDİ YARDIM;ERKEK;35-44;125
2017;8;NAKDİ YARDIM;ERKEK;45-54;58
2017;1;NAKDİ YARDIM;ERKEK;65+;36
2017;6;NAKDİ YARDIM;KADIN;25-34;168
2017;2;NAKDİ YARDIM;KADIN;55-64;23
2017;10;NAKDİ YARDIM;KADIN;35-44;158
2017;10;NAKDİ YARDIM;ERKEK;55-64;14
2017;8;NAKDİ YARDIM;KADIN;35-44;297
2017;7;NAKDİ YARDIM;KADIN;45-54;109
2017;2;NAKDİ YARDIM;ERKEK;25-34;33
2017;5;NAKDİ YARDIM;KADIN;45-54;117
2017;10;NAKDİ YARDIM;ERKEK;25-34;47
2017;9;NAKDİ YARDIM;ERKEK;25-34;38
2017;7;NAKDİ YARDIM;ERKEK;18-24;7
2017;6;NAKDİ YARDIM;ERKEK;55-64;44
2017;8;NAKDİ YARDIM;KADIN;45-54;67
2017;4;NAKDİ YARDIM;KADIN;45-54;63
2017;8;NAKDİ YARDIM;KADIN;55-64;33
2017;10;NAKDİ YARDIM;KADIN;65+;20
2017;3;NAKDİ YARDIM;KADIN;65+;81
2017;4;NAKDİ YARDIM;KADIN;55-64;43
2017;12;NAKDİ YARDIM;KADIN;45-54;24
2017;10;NAKDİ YARDIM;ERKEK;65+;18
2017;11;NAKDİ YARDIM;ERKEK;65+;18
2017;8;NAKDİ YARDIM;ERKEK;18 Altı;2
2017;3;NAKDİ YARDIM;ERKEK;25-34;120
2017;3;NAKDİ YARDIM;KADIN;25-34;239
2017;1;NAKDİ YARDIM;ERKEK;35-44;96
2017;8;NAKDİ YARDIM;ERKEK;35-44;145
2017;5;NAKDİ YARDIM;ERKEK;45-54;47
2017;6;NAKDİ YARDIM;KADIN;35-44;162
2017;8;NAKDİ YARDIM;ERKEK;55-64;21
2017;9;NAKDİ YARDIM;KADIN;18-24;21
2017;1;NAKDİ YARDIM;KADIN;65+;31
2017;5;NAKDİ YARDIM;ERKEK;65+;76
2017;7;NAKDİ YARDIM;KADIN;65+;82
2017;4;NAKDİ YARDIM;KADIN;65+;86
2017;2;NAKDİ YARDIM;KADIN;18-24;15
2017;12;NAKDİ YARDIM;KADIN;18-24;4
2017;6;NAKDİ YARDIM;ERKEK;18-24;4
2017;10;NAKDİ YARDIM;ERKEK;18-24;1
2017;1;OKUL;BELİRSİZ;65+;12
2017;10;SÜT;KADIN;65+;22
2017;4;SÜT;ERKEK;18 Altı;5
2017;10;SÜT;ERKEK;18 Altı;3
2017;4;SÜT;ERKEK;18-24;2
2017;7;SÜT;ERKEK;18-24;23
2017;11;SÜT;ERKEK;18-24;10
2017;8;SÜT;KADIN;55-64;33
2017;4;SÜT;ERKEK;65+;75
2017;11;SÜT;ERKEK;35-44;388
2017;2;SÜT;KADIN;55-64;17
2017;12;SÜT;KADIN;18-24;108
2017;12;SÜT;KADIN;35-44;477
2017;11;SÜT;KADIN;18 Altı;1
2017;11;SÜT;ERKEK;65+;33
2017;12;SÜT;ERKEK;35-44;141
2017;1;SÜT;KADIN;45-54;62
2017;10;SÜT;ERKEK;65+;17
2017;2;SÜT;KADIN;35-44;846
2017;9;SÜT;KADIN;65+;30
2017;1;SÜT;ERKEK;45-54;25
2017;1;SÜT;ERKEK;35-44;76
2017;1;SÜT;KADIN;25-34;615
2017;7;SÜT;KADIN;25-34;933
2017;7;SÜT;KADIN;55-64;50
2017;6;SÜT;KADIN;18-24;84
2017;3;SÜT;KADIN;65+;70
2017;3;SÜT;ERKEK;18 Altı;1
2017;3;SÜT;KADIN;35-44;921
2017;4;SÜT;KADIN;25-34;1251
2017;10;SÜT;KADIN;25-34;1224
2017;5;SÜT;KADIN;45-54;113
2017;7;SÜT;ERKEK;35-44;521
2017;9;SÜT;KADIN;25-34;1108
2017;9;SÜT;ERKEK;45-54;77
2017;8;SÜT;ERKEK;65+;31
2017;4;SÜT;KADIN;45-54;110
2017;8;SÜT;ERKEK;18 Altı;3
2017;9;SÜT;KADIN;35-44;776
2017;7;SÜT;KADIN;65+;93
2017;11;SÜT;ERKEK;55-64;40
2017;4;SÜT;ERKEK;55-64;44
2017;2;SÜT;KADIN;45-54;69
2017;8;SÜT;ERKEK;18-24;3
2017;10;SÜT;KADIN;55-64;11
2017;9;SÜT;KADIN;55-64;15
2017;5;SÜT;ERKEK;18 Altı;1
2017;5;SÜT;ERKEK;55-64;32
2017;12;SÜT;ERKEK;25-34;179
2017;8;SÜT;ERKEK;35-44;130
2017;5;SÜT;ERKEK;35-44;100
2017;12;SÜT;ERKEK;18-24;4
2017;7;SÜT;ERKEK;65+;59
2017;10;SÜT;ERKEK;18-24;12
2017;3;SÜT;ERKEK;18-24;4
2017;6;SÜT;ERKEK;45-54;41
2017;7;SÜT;ERKEK;55-64;52
2017;8;SÜT;KADIN;25-34;840
2017;3;SÜT;KADIN;55-64;44
2017;5;SÜT;KADIN;65+;66
2017;1;SÜT;ERKEK;65+;29
2017;7;SÜT;ERKEK;25-34;515
2017;9;SÜT;ERKEK;25-34;303
2017;11;SÜT;KADIN;18-24;198
2017;12;SÜT;KADIN;25-34;667
2017;11;SÜT;ERKEK;18 Altı;1
2017;5;SÜT;KADIN;18 Altı;1
2017;6;SÜT;ERKEK;18-24;1
2017;10;SÜT;BELİRSİZ;35-44;1
2017;6;SÜT;ERKEK;55-64;32
2017;10;SÜT;ERKEK;35-44;311
2017;3;SÜT;ERKEK;25-34;145
2017;4;SÜT;KADIN;55-64;36
2017;7;SÜT;KADIN;18-24;135
2017;4;SÜT;ERKEK;35-44;197
2017;1;SÜT;ERKEK;25-34;51
2017;11;SÜT;KADIN;55-64;23
2017;8;SÜT;ERKEK;55-64;19
2017;9;SÜT;KADIN;18-24;152
2017;1;SÜT;KADIN;55-64;20
2017;9;SÜT;BELİRSİZ;45-54;1
2017;4;SÜT;ERKEK;45-54;64
2017;2;SÜT;ERKEK;35-44;177
2017;5;SÜT;KADIN;35-44;699
2017;5;SÜT;KADIN;25-34;894
2017;11;SÜT;KADIN;35-44;895
2017;3;SÜT;KADIN;25-34;1025
2017;12;SÜT;KADIN;55-64;2
2017;8;SÜT;BELİRSİZ;35-44;1
2017;1;SÜT;ERKEK;55-64;8
2017;12;SÜT;ERKEK;55-64;5
2017;1;SÜT;KADIN;65+;26
2017;5;SÜT;KADIN;55-64;33
2017;12;SÜT;KADIN;18 Altı;1
2017;2;SÜT;ERKEK;18-24;1
2017;9;SÜT;BELİRSİZ;35-44;1
2017;1;SÜT;ERKEK;18-24;3
2017;6;SÜT;ERKEK;65+;119
2017;2;SÜT;KADIN;25-34;978
2017;3;SÜT;KADIN;45-54;116
2017;4;SÜT;KADIN;18-24;186
2017;4;SÜT;KADIN;65+;69
2017;6;SÜT;ERKEK;25-34;58
2017;9;SÜT;ERKEK;65+;22
2017;7;SÜT;KADIN;35-44;653
2017;6;SÜT;KADIN;35-44;568
2017;5;SÜT;KADIN;18-24;122
2017;4;SÜT;KADIN;35-44;822
2017;6;SÜT;ERKEK;35-44;82
2017;4;SÜT;ERKEK;25-34;110
2017;11;SÜT;ERKEK;45-54;96
2017;1;SÜT;BELİRSİZ;35-44;1
2017;9;SÜT;ERKEK;55-64;14
2017;2;SÜT;ERKEK;25-34;111
2017;7;SÜT;KADIN;45-54;99
2017;1;SÜT;KADIN;18-24;72
2017;5;SÜT;ERKEK;65+;47
2017;10;SÜT;KADIN;45-54;89
2017;10;SÜT;ERKEK;45-54;68
2017;9;SÜT;ERKEK;35-44;266
2017;1;SÜT;KADIN;35-44;544
2017;7;SÜT;ERKEK;45-54;130
2017;8;SÜT;ERKEK;25-34;134
2017;12;SÜT;KADIN;65+;2
2017;2;SÜT;KADIN;65+;19
2017;10;SÜT;ERKEK;55-64;15
2017;9;SÜT;KADIN;45-54;83
2017;6;SÜT;KADIN;25-34;786
2017;5;SÜT;ERKEK;45-54;41
2017;6;SÜT;KADIN;65+;63
2017;3;SÜT;ERKEK;65+;166
2017;2;SÜT;ERKEK;65+;13
2017;10;SÜT;KADIN;18-24;186
2017;6;SÜT;KADIN;45-54;78
2017;12;SÜT;ERKEK;18 Altı;3
2017;9;SÜT;ERKEK;18-24;9
2017;11;SÜT;KADIN;25-34;1222
2017;11;SÜT;KADIN;65+;26
2017;12;SÜT;KADIN;45-54;53
2017;8;SÜT;ERKEK;45-54;38
2017;8;SÜT;KADIN;45-54;58
2017;2;SÜT;ERKEK;55-64;15
2017;12;SÜT;ERKEK;45-54;35
2017;11;SÜT;KADIN;45-54;103
2017;2;SÜT;ERKEK;45-54;55
2017;8;SÜT;KADIN;35-44;618
2017;2;SÜT;KADIN;18-24;101
2017;10;SÜT;ERKEK;25-34;327
2017;10;SÜT;KADIN;35-44;878
2017;7;SÜT;KADIN;18 Altı;1
2017;3;SÜT;BELİRSİZ;45-54;1
2017;6;SÜT;KADIN;55-64;25
2017;5;SÜT;ERKEK;18-24;5
2017;8;SÜT;KADIN;18-24;111
2017;3;SÜT;KADIN;18-24;106
2017;3;SÜT;ERKEK;55-64;283
2017;11;SÜT;ERKEK;25-34;375
2017;8;SÜT;KADIN;65+;53
2017;5;SÜT;ERKEK;25-34;66
2017;3;SÜT;ERKEK;45-54;308
2017;3;SÜT;ERKEK;35-44;322
2017;9;TEMİZLİK MADDESİ;ERKEK;45-54;5
2017;5;TEMİZLİK MADDESİ;KADIN;25-34;11
2017;9;TEMİZLİK MADDESİ;KADIN;55-64;2
2017;6;TEMİZLİK MADDESİ;KADIN;65+;1
2017;8;TEMİZLİK MADDESİ;ERKEK;55-64;1
2017;8;TEMİZLİK MADDESİ;KADIN;45-54;1
2017;10;TEMİZLİK MADDESİ;ERKEK;55-64;1
2017;8;TEMİZLİK MADDESİ;ERKEK;45-54;1
2017;4;TEMİZLİK MADDESİ;KADIN;18-24;1
2017;5;TEMİZLİK MADDESİ;ERKEK;65+;7
2017;7;TEMİZLİK MADDESİ;KADIN;55-64;4
2017;9;TEMİZLİK MADDESİ;KADIN;65+;3
2017;8;TEMİZLİK MADDESİ;KADIN;25-34;3
2017;12;TEMİZLİK MADDESİ;KADIN;65+;1
2017;3;TEMİZLİK MADDESİ;ERKEK;55-64;3
2017;2;TEMİZLİK MADDESİ;KADIN;25-34;1
2017;3;TEMİZLİK MADDESİ;KADIN;25-34;5
2017;10;TEMİZLİK MADDESİ;ERKEK;35-44;1
2017;3;TEMİZLİK MADDESİ;KADIN;45-54;3
2017;9;TEMİZLİK MADDESİ;KADIN;45-54;3
2017;12;TEMİZLİK MADDESİ;KADIN;25-34;1
2017;6;TEMİZLİK MADDESİ;KADIN;45-54;1
2017;10;TEMİZLİK MADDESİ;KADIN;35-44;3
2017;5;TEMİZLİK MADDESİ;KADIN;65+;11
2017;9;TEMİZLİK MADDESİ;KADIN;35-44;4
2017;9;TEMİZLİK MADDESİ;ERKEK;35-44;5
2017;6;TEMİZLİK MADDESİ;ERKEK;35-44;4
2017;10;TEMİZLİK MADDESİ;ERKEK;65+;7
2017;7;TEMİZLİK MADDESİ;ERKEK;45-54;1
2017;6;TEMİZLİK MADDESİ;ERKEK;45-54;3
2017;7;TEMİZLİK MADDESİ;ERKEK;55-64;2
2017;2;TEMİZLİK MADDESİ;KADIN;35-44;1
2017;7;TEMİZLİK MADDESİ;KADIN;35-44;4
2017;8;TEMİZLİK MADDESİ;KADIN;35-44;6
2017;10;TEMİZLİK MADDESİ;KADIN;45-54;3
2017;4;TEMİZLİK MADDESİ;ERKEK;25-34;2
2017;9;TEMİZLİK MADDESİ;KADIN;25-34;2
2017;2;TEMİZLİK MADDESİ;ERKEK;45-54;2
2017;4;TEMİZLİK MADDESİ;KADIN;35-44;14
2017;2;TEMİZLİK MADDESİ;KADIN;65+;5
2017;3;TEMİZLİK MADDESİ;KADIN;55-64;1
2017;5;TEMİZLİK MADDESİ;ERKEK;25-34;2
2017;6;TEMİZLİK MADDESİ;ERKEK;25-34;1
2017;3;TEMİZLİK MADDESİ;ERKEK;35-44;2
2017;2;TEMİZLİK MADDESİ;ERKEK;25-34;1
2017;11;TEMİZLİK MADDESİ;ERKEK;35-44;2
2017;7;TEMİZLİK MADDESİ;ERKEK;65+;3
2017;10;TEMİZLİK MADDESİ;KADIN;65+;14
2017;4;TEMİZLİK MADDESİ;KADIN;25-34;14
2017;5;TEMİZLİK MADDESİ;KADIN;35-44;14
2017;8;TEMİZLİK MADDESİ;ERKEK;65+;1
2017;4;TEMİZLİK MADDESİ;ERKEK;65+;7
2017;7;TEMİZLİK MADDESİ;KADIN;45-54;5
2017;5;TEMİZLİK MADDESİ;KADIN;18-24;2
2017;4;TEMİZLİK MADDESİ;ERKEK;45-54;2
2017;10;TEMİZLİK MADDESİ;ERKEK;45-54;1
2017;1;TEMİZLİK MADDESİ;KADIN;65+;2
2017;6;TEMİZLİK MADDESİ;ERKEK;55-64;2
2017;8;TEMİZLİK MADDESİ;ERKEK;35-44;2
2017;7;TEMİZLİK MADDESİ;KADIN;65+;3
2017;3;TEMİZLİK MADDESİ;ERKEK;45-54;2
2017;7;TEMİZLİK MADDESİ;ERKEK;35-44;1
2017;2;TEMİZLİK MADDESİ;ERKEK;65+;3
2017;5;TEMİZLİK MADDESİ;KADIN;45-54;8
2017;6;TEMİZLİK MADDESİ;ERKEK;65+;2
2017;5;TEMİZLİK MADDESİ;ERKEK;45-54;4
2017;3;TEMİZLİK MADDESİ;KADIN;65+;4
2017;4;TEMİZLİK MADDESİ;KADIN;55-64;5
2017;8;TEMİZLİK MADDESİ;KADIN;55-64;1
2017;6;TEMİZLİK MADDESİ;KADIN;25-34;2
2017;4;TEMİZLİK MADDESİ;ERKEK;55-64;1
2017;10;TEMİZLİK MADDESİ;ERKEK;25-34;1
2017;7;TEMİZLİK MADDESİ;ERKEK;25-34;1
2017;6;TEMİZLİK MADDESİ;KADIN;55-64;1
2017;4;TEMİZLİK MADDESİ;KADIN;45-54;4
2017;3;TEMİZLİK MADDESİ;ERKEK;65+;2
2017;5;TEMİZLİK MADDESİ;KADIN;55-64;4
2017;10;TEMİZLİK MADDESİ;KADIN;25-34;1
2017;1;TEMİZLİK MADDESİ;ERKEK;35-44;1
2017;5;TEMİZLİK MADDESİ;ERKEK;55-64;7
2017;1;TEMİZLİK MADDESİ;ERKEK;65+;1
2017;6;TEMİZLİK MADDESİ;KADIN;35-44;2
2017;2;TEMİZLİK MADDESİ;ERKEK;55-64;1
2017;4;TEMİZLİK MADDESİ;ERKEK;35-44;5
2017;3;TEMİZLİK MADDESİ;KADIN;35-44;14
2017;4;TEMİZLİK MADDESİ;KADIN;65+;5
2017;8;TEMİZLİK MADDESİ;KADIN;65+;1
2017;10;TEMİZLİK MADDESİ;KADIN;55-64;2
2017;8;YAKACAK;ERKEK;18-24;1
2017;12;YAKACAK;KADIN;55-64;11
2017;6;YAKACAK;KADIN;45-54;89
2017;1;YAKACAK;ERKEK;25-34;36
2017;10;YAKACAK;ERKEK;45-54;32
2017;12;YAKACAK;ERKEK;45-54;19
2017;9;YAKACAK;KADIN;25-34;274
2017;1;YAKACAK;ERKEK;55-64;15
2017;6;YAKACAK;KADIN;35-44;151
2017;12;YAKACAK;ERKEK;35-44;15
2017;12;YAKACAK;KADIN;25-34;32
2017;8;YAKACAK;ERKEK;25-34;62
2017;1;YAKACAK;KADIN;25-34;163
2017;4;YAKACAK;KADIN;55-64;43
2017;6;YAKACAK;KADIN;55-64;45
2017;8;YAKACAK;ERKEK;55-64;22
2017;3;YAKACAK;KADIN;18-24;22
2017;5;YAKACAK;KADIN;35-44;265
2017;3;YAKACAK;ERKEK;25-34;75
2017;2;YAKACAK;KADIN;25-34;156
2017;5;YAKACAK;ERKEK;55-64;50
2017;10;YAKACAK;ERKEK;35-44;92
2017;9;YAKACAK;KADIN;65+;29
2017;4;YAKACAK;KADIN;45-54;65
2017;8;YAKACAK;KADIN;25-34;268
2017;7;YAKACAK;ERKEK;25-34;83
2017;8;YAKACAK;ERKEK;18 Altı;2
2017;12;YAKACAK;ERKEK;25-34;6
2017;6;YAKACAK;ERKEK;18-24;4
2017;11;YAKACAK;ERKEK;25-34;10
