YIL;AY;YARDIM_TALEBI;CINSIYET;YAS_ARALIGI;BASVURU_ADEDI
2012;6;AKÜ;ERKEK;25-34;1
2012;8;AKÜ;ERKEK;65+;3
2012;5;AKÜ;KADIN;55-64;1
2012;8;AKÜ;ERKEK;35-44;1
2012;11;AKÜ;ERKEK;45-54;1
2012;8;AKÜ;ERKEK;55-64;2
2012;10;AKÜ;ERKEK;45-54;1
2012;11;AKÜ;KADIN;55-64;1
2012;11;AKÜ;KADIN;35-44;1
2012;8;AKÜ;ERKEK;25-34;1
2012;4;AKÜ;KADIN;55-64;1
2012;5;AŞEVİ;ERKEK;35-44;2
2012;2;AŞEVİ;ERKEK;25-34;1
2012;6;AŞEVİ;ERKEK;35-44;1
2012;6;AŞEVİ;KADIN;25-34;1
2012;11;AŞEVİ;ERKEK;65+;1
2012;1;AŞEVİ;ERKEK;45-54;11
2012;2;AŞEVİ;ERKEK;55-64;7
2012;7;AŞEVİ;KADIN;25-34;1
2012;1;AŞEVİ;KADIN;55-64;2
2012;6;AŞEVİ;ERKEK;45-54;1
2012;8;AŞEVİ;ERKEK;65+;1
2012;9;AŞEVİ;ERKEK;55-64;1
2012;11;AŞEVİ;ERKEK;35-44;1
2012;7;AŞEVİ;ERKEK;45-54;2
2012;11;AŞEVİ;KADIN;65+;1
2012;12;AŞEVİ;ERKEK;45-54;1
2012;7;AŞEVİ;KADIN;45-54;1
2012;10;AŞEVİ;KADIN;35-44;1
2012;3;AŞEVİ;ERKEK;55-64;8
2012;4;AŞEVİ;ERKEK;55-64;1
2012;5;AŞEVİ;KADIN;45-54;1
2012;5;AŞEVİ;ERKEK;25-34;1
2012;7;AŞEVİ;ERKEK;55-64;1
2012;10;AŞEVİ;ERKEK;35-44;1
2012;10;AŞEVİ;ERKEK;55-64;1
2012;5;AŞEVİ;ERKEK;55-64;1
2012;2;AŞEVİ;ERKEK;65+;10
2012;11;AŞEVİ;KADIN;45-54;1
2012;5;AŞEVİ;ERKEK;65+;3
2012;12;AŞEVİ;ERKEK;65+;1
2012;2;AŞEVİ;KADIN;65+;2
2012;6;AŞEVİ;ERKEK;55-64;1
2012;1;AŞEVİ;KADIN;65+;5
2012;8;AŞEVİ;KADIN;45-54;1
2012;5;AŞEVİ;ERKEK;45-54;1
2012;4;AŞEVİ;KADIN;65+;1
2012;3;AŞEVİ;ERKEK;35-44;1
2012;7;AŞEVİ;KADIN;55-64;1
2012;8;AŞEVİ;ERKEK;45-54;1
2012;3;AŞEVİ;ERKEK;65+;4
2012;6;AŞEVİ;KADIN;35-44;1
2012;4;AŞEVİ;ERKEK;45-54;1
2012;1;AŞEVİ;KADIN;25-34;2
2012;1;AŞEVİ;KADIN;45-54;8
2012;10;AŞEVİ;KADIN;65+;1
2012;3;AŞEVİ;ERKEK;45-54;5
2012;11;AŞEVİ;ERKEK;45-54;3
2012;1;AŞEVİ;KADIN;35-44;2
2012;7;AŞEVİ;KADIN;65+;1
2012;4;AŞEVİ;ERKEK;65+;3
2012;10;AŞEVİ;ERKEK;25-34;1
2012;1;AŞEVİ;ERKEK;65+;27
2012;9;AŞEVİ;ERKEK;65+;1
2012;11;AŞEVİ;KADIN;35-44;1
2012;11;AŞEVİ;ERKEK;55-64;5
2012;1;AŞEVİ;ERKEK;35-44;4
2012;2;AŞEVİ;ERKEK;35-44;2
2012;1;AŞEVİ;ERKEK;55-64;18
2012;10;AŞEVİ;ERKEK;65+;2
2012;5;AŞEVİ;KADIN;65+;1
2012;3;AŞEVİ;KADIN;45-54;1
2012;12;GIDA;KADIN;65+;2
2012;10;GIDA;KADIN;25-34;1565
2012;10;GIDA;ERKEK;65+;6062
2012;10;GIDA;KADIN;65+;8391
2012;11;GIDA;KADIN;35-44;5
2012;10;GIDA;BELİRSİZ;55-64;1
2012;12;GIDA;KADIN;55-64;1
2012;12;GIDA;KADIN;35-44;2
2012;10;GIDA;BELİRSİZ;65+;1
2012;10;GIDA;ERKEK;45-54;4032
2012;10;GIDA;ERKEK;55-64;3601
2012;11;GIDA;KADIN;25-34;2
2012;10;GIDA;ERKEK;18 Altı;1
2012;10;GIDA;KADIN;55-64;5075
2012;10;GIDA;KADIN;18 Altı;2
2012;10;GIDA;ERKEK;35-44;2465
2012;10;GIDA;KADIN;35-44;6899
2012;10;GIDA;ERKEK;25-34;344
2012;11;GIDA;KADIN;55-64;2
2012;5;GIDA;KADIN;35-44;1
2012;10;GIDA;KADIN;18-24;2
2012;6;GIDA;ERKEK;65+;1
2012;10;GIDA;KADIN;45-54;7763
2012;9;HASTA ÖNÜ YEMEK MASASI;ERKEK;55-64;1
2012;7;HASTA ÖNÜ YEMEK MASASI;KADIN;65+;1
2012;7;HASTA ÖNÜ YEMEK MASASI;ERKEK;55-64;2
2012;7;HASTA ÖNÜ YEMEK MASASI;ERKEK;65+;3
2012;9;HASTA ÖNÜ YEMEK MASASI;ERKEK;65+;2
2012;8;HASTA ÖNÜ YEMEK MASASI;ERKEK;18-24;1
2012;8;HASTA ÖNÜ YEMEK MASASI;KADIN;18-24;1
2012;8;HASTA ÖNÜ YEMEK MASASI;KADIN;65+;2
2012;8;HASTA ÖNÜ YEMEK MASASI;ERKEK;65+;3
2012;9;HASTA ÖNÜ YEMEK MASASI;KADIN;35-44;1
2012;7;HASTA ÖNÜ YEMEK MASASI;KADIN;25-34;1
2012;10;HASTA ÖNÜ YEMEK MASASI;ERKEK;25-34;1
2012;8;HASTA YATAĞI;ERKEK;18-24;1
2012;9;HASTA YATAĞI;KADIN;35-44;1
2012;7;HASTA YATAĞI;ERKEK;65+;2
2012;9;HASTA YATAĞI;ERKEK;65+;2
2012;10;HASTA YATAĞI;ERKEK;25-34;1
2012;8;HASTA YATAĞI;ERKEK;65+;3
2012;8;HASTA YATAĞI;KADIN;65+;2
2012;8;HASTA YATAĞI;KADIN;18-24;1
2012;7;HASTA YATAĞI;ERKEK;55-64;2
2012;7;HASTA YATAĞI;KADIN;65+;1
2012;7;HASTA YATAĞI;KADIN;25-34;1
2012;8;MANUEL TEKERLEKLİ SANDALYE;ERKEK;18-24;1
2012;4;NAKDİ YARDIM;KADIN;35-44;2
2012;10;NAKDİ YARDIM;ERKEK;45-54;7931
2012;10;NAKDİ YARDIM;ERKEK;25-34;1019
2012;3;NAKDİ YARDIM;ERKEK;35-44;1
2012;4;NAKDİ YARDIM;ERKEK;25-34;2
2012;11;NAKDİ YARDIM;ERKEK;55-64;35
2012;9;NAKDİ YARDIM;ERKEK;45-54;4
2012;12;NAKDİ YARDIM;KADIN;45-54;11
2012;12;NAKDİ YARDIM;ERKEK;55-64;9
2012;1;NAKDİ YARDIM;KADIN;25-34;3
2012;4;NAKDİ YARDIM;KADIN;65+;1
2012;10;NAKDİ YARDIM;KADIN;25-34;4368
2012;11;NAKDİ YARDIM;KADIN;25-34;114
2012;9;NAKDİ YARDIM;ERKEK;25-34;2
2012;12;NAKDİ YARDIM;ERKEK;35-44;6
2012;1;NAKDİ YARDIM;ERKEK;65+;1
2012;1;NAKDİ YARDIM;ERKEK;35-44;1
2012;5;NAKDİ YARDIM;KADIN;55-64;1
2012;10;NAKDİ YARDIM;KADIN;35-44;16099
2012;11;NAKDİ YARDIM;KADIN;35-44;180
2012;9;NAKDİ YARDIM;KADIN;65+;2
2012;9;NAKDİ YARDIM;ERKEK;35-44;2
2012;9;NAKDİ YARDIM;ERKEK;55-64;1
2012;3;NAKDİ YARDIM;ERKEK;65+;1
2012;12;NAKDİ YARDIM;KADIN;65+;10
2012;5;NAKDİ YARDIM;ERKEK;45-54;1
2012;4;NAKDİ YARDIM;ERKEK;45-54;1
2012;2;NAKDİ YARDIM;ERKEK;65+;1
2012;8;NAKDİ YARDIM;KADIN;65+;1
2012;9;NAKDİ YARDIM;KADIN;45-54;1
2012;10;NAKDİ YARDIM;KADIN;65+;15432
2012;10;NAKDİ YARDIM;ERKEK;18-24;18
2012;11;NAKDİ YARDIM;KADIN;55-64;50
2012;4;NAKDİ YARDIM;ERKEK;35-44;3
2012;8;NAKDİ YARDIM;KADIN;55-64;1
2012;5;NAKDİ YARDIM;KADIN;25-34;1
2012;4;NAKDİ YARDIM;ERKEK;55-64;1
2012;4;NAKDİ YARDIM;ERKEK;65+;1
2012;10;NAKDİ YARDIM;BELİRSİZ;65+;1
2012;4;NAKDİ YARDIM;KADIN;45-54;3
2012;9;NAKDİ YARDIM;ERKEK;65+;2
2012;4;NAKDİ YARDIM;KADIN;25-34;2
2012;10;NAKDİ YARDIM;ERKEK;65+;10653
2012;10;NAKDİ YARDIM;ERKEK;35-44;5763
2012;5;NAKDİ YARDIM;KADIN;45-54;2
2012;9;NAKDİ YARDIM;KADIN;35-44;3
2012;12;NAKDİ YARDIM;ERKEK;45-54;10
2012;11;NAKDİ YARDIM;ERKEK;35-44;45
2012;11;NAKDİ YARDIM;ERKEK;25-34;12
2012;12;NAKDİ YARDIM;KADIN;25-34;13
2012;9;NAKDİ YARDIM;KADIN;55-64;3
2012;10;NAKDİ YARDIM;BELİRSİZ;55-64;1
2012;1;NAKDİ YARDIM;ERKEK;45-54;1
2012;10;NAKDİ YARDIM;ERKEK;55-64;6760
2012;11;NAKDİ YARDIM;ERKEK;45-54;44
2012;5;NAKDİ YARDIM;KADIN;35-44;1
2012;12;NAKDİ YARDIM;ERKEK;65+;8
2012;5;NAKDİ YARDIM;ERKEK;65+;2
2012;12;NAKDİ YARDIM;ERKEK;25-34;1
2012;5;NAKDİ YARDIM;ERKEK;35-44;1
2012;2;NAKDİ YARDIM;KADIN;55-64;1
2012;10;NAKDİ YARDIM;KADIN;55-64;10901
2012;10;NAKDİ YARDIM;KADIN;45-54;16488
2012;3;NAKDİ YARDIM;ERKEK;45-54;1
2012;11;NAKDİ YARDIM;ERKEK;65+;49
2012;11;NAKDİ YARDIM;KADIN;65+;42
2012;10;NAKDİ YARDIM;KADIN;18-24;20
2012;10;NAKDİ YARDIM;KADIN;18 Altı;4
2012;12;NAKDİ YARDIM;KADIN;35-44;23
2012;11;NAKDİ YARDIM;KADIN;45-54;99
2012;5;NAKDİ YARDIM;ERKEK;55-64;3
2012;12;NAKDİ YARDIM;KADIN;55-64;7
2012;5;NAKDİ YARDIM;KADIN;65+;2
2012;10;NAKDİ YARDIM;ERKEK;18 Altı;4
2012;1;NAKDİ YARDIM;KADIN;65+;2
2012;10;OKUL;BELİRSİZ;65+;2
2012;9;OKUL;BELİRSİZ;65+;31
2012;11;SÜT;KADIN;45-54;3295
2012;11;SÜT;KADIN;25-34;6115
2012;12;SÜT;KADIN;35-44;2916
2012;11;SÜT;KADIN;55-64;169
2012;6;SÜT;KADIN;45-54;4
2012;9;SÜT;ERKEK;65+;9
2012;3;SÜT;ERKEK;45-54;1
2012;1;SÜT;ERKEK;55-64;3
2012;4;SÜT;KADIN;25-34;1
2012;9;SÜT;BELİRSİZ;35-44;5
2012;11;SÜT;BELİRSİZ;55-64;2
2012;6;SÜT;ERKEK;35-44;1
2012;2;SÜT;ERKEK;35-44;2
2012;12;SÜT;KADIN;65+;4
2012;6;SÜT;KADIN;35-44;2
2012;11;SÜT;ERKEK;35-44;8016
2012;12;SÜT;ERKEK;45-54;846
2012;10;SÜT;ERKEK;45-54;1322
2012;1;SÜT;KADIN;35-44;17
2012;9;SÜT;KADIN;35-44;5777
2012;9;SÜT;KADIN;55-64;50
2012;10;SÜT;ERKEK;65+;25
2012;1;SÜT;ERKEK;35-44;19
2012;10;SÜT;BELİRSİZ;45-54;8
2012;7;SÜT;KADIN;25-34;2
2012;2;SÜT;KADIN;45-54;2
2012;10;SÜT;BELİRSİZ;25-34;1
2012;11;SÜT;ERKEK;45-54;3621
2012;10;SÜT;KADIN;45-54;2457
2012;9;SÜT;ERKEK;45-54;622
2012;10;SÜT;ERKEK;55-64;206
2012;9;SÜT;ERKEK;55-64;67
2012;11;SÜT;ERKEK;65+;146
2012;10;SÜT;KADIN;55-64;114
2012;2;SÜT;ERKEK;25-34;1
2012;2;SÜT;KADIN;35-44;8
2012;1;SÜT;KADIN;45-54;3
2012;1;SÜT;ERKEK;45-54;8
2012;12;SÜT;KADIN;18-24;1
2012;10;SÜT;BELİRSİZ;55-64;1
2012;8;SÜT;KADIN;35-44;2
2012;12;SÜT;BELİRSİZ;35-44;3
2012;2;SÜT;ERKEK;45-54;2
2012;3;SÜT;ERKEK;25-34;1
2012;11;SÜT;KADIN;35-44;13189
2012;11;SÜT;BELİRSİZ;45-54;14
2012;9;SÜT;ERKEK;25-34;94
2012;1;SÜT;KADIN;25-34;8
2012;3;SÜT;ERKEK;35-44;1
2012;4;SÜT;ERKEK;45-54;1
2012;9;SÜT;KADIN;65+;2
2012;6;SÜT;KADIN;25-34;1
2012;3;SÜT;KADIN;25-34;1
2012;3;SÜT;KADIN;35-44;1
2012;11;SÜT;ERKEK;25-34;852
2012;12;SÜT;ERKEK;35-44;2079
2012;9;SÜT;ERKEK;35-44;1265
2012;8;SÜT;KADIN;25-34;1
2012;11;SÜT;KADIN;18-24;2
2012;9;SÜT;BELİRSİZ;45-54;1
2012;12;SÜT;BELİRSİZ;45-54;6
2012;10;SÜT;ERKEK;35-44;2645
2012;10;SÜT;BELİRSİZ;35-44;8
2012;10;SÜT;ERKEK;25-34;253
2012;12;SÜT;KADIN;25-34;1491
2012;12;SÜT;ERKEK;65+;22
2012;12;SÜT;KADIN;55-64;30
2012;11;SÜT;KADIN;65+;57
2012;10;SÜT;KADIN;65+;10
2012;8;SÜT;ERKEK;35-44;1
2012;12;SÜT;ERKEK;55-64;99
2012;4;SÜT;KADIN;35-44;3
2012;1;SÜT;ERKEK;25-34;1
2012;6;SÜT;ERKEK;25-34;1
2012;11;SÜT;ERKEK;55-64;454
2012;12;SÜT;ERKEK;25-34;230
2012;10;SÜT;KADIN;35-44;9705
2012;9;SÜT;KADIN;25-34;2164
2012;9;SÜT;KADIN;45-54;1547
2012;10;SÜT;KADIN;25-34;3889
2012;12;SÜT;KADIN;45-54;596
2012;11;SÜT;BELİRSİZ;35-44;19
2012;2;SÜT;KADIN;25-34;7
2012;10;TEMİZLİK MADDESİ;KADIN;45-54;3
2012;10;YAKACAK;ERKEK;55-64;20
2012;12;YAKACAK;ERKEK;35-44;22
2012;10;YAKACAK;ERKEK;45-54;12
2012;12;YAKACAK;ERKEK;25-34;1
2012;10;YAKACAK;BELİRSİZ;65+;1
2012;12;YAKACAK;KADIN;25-34;12
2012;9;YAKACAK;KADIN;35-44;27
2012;9;YAKACAK;KADIN;25-34;7
2012;12;YAKACAK;ERKEK;55-64;9
2012;12;YAKACAK;ERKEK;65+;13
2012;9;YAKACAK;KADIN;65+;16
2012;9;YAKACAK;ERKEK;35-44;7
2012;12;YAKACAK;KADIN;65+;19
2012;10;YAKACAK;KADIN;65+;40
2012;12;YAKACAK;KADIN;35-44;53
2012;10;YAKACAK;KADIN;25-34;9
2012;11;YAKACAK;ERKEK;65+;10
2012;11;YAKACAK;ERKEK;35-44;6
2012;4;YAKACAK;ERKEK;45-54;1
2012;9;YAKACAK;ERKEK;25-34;2
2012;11;YAKACAK;ERKEK;45-54;13
2012;9;YAKACAK;ERKEK;55-64;10
2012;10;YAKACAK;KADIN;45-54;41
2012;9;YAKACAK;KADIN;55-64;9
2012;11;YAKACAK;KADIN;35-44;17
2012;11;YAKACAK;KADIN;65+;22
2012;11;YAKACAK;KADIN;55-64;5
2012;11;YAKACAK;KADIN;25-34;2
2012;11;YAKACAK;ERKEK;55-64;1
2012;10;YAKACAK;ERKEK;65+;21
2012;10;YAKACAK;KADIN;35-44;38
2012;9;YAKACAK;ERKEK;65+;11
2012;10;YAKACAK;ERKEK;35-44;9
2012;12;YAKACAK;KADIN;55-64;21
2012;12;YAKACAK;KADIN;45-54;56
2012;11;YAKACAK;KADIN;45-54;16
2012;10;YAKACAK;KADIN;55-64;25
2012;9;YAKACAK;ERKEK;45-54;5
2012;3;YAKACAK;KADIN;45-54;1
2012;9;YAKACAK;KADIN;45-54;22
2012;12;YAKACAK;ERKEK;45-54;19
2013;3;AKÜ;KADIN;45-54;7
2013;6;AKÜ;ERKEK;65+;1
2013;6;AKÜ;ERKEK;45-54;1
2013;5;AKÜ;KADIN;55-64;3
2013;1;AKÜ;KADIN;55-64;1
2013;3;AKÜ;ERKEK;18-24;3
2013;7;AKÜ;ERKEK;18-24;1
2013;3;AKÜ;KADIN;25-34;2
2013;3;AKÜ;ERKEK;35-44;7
2013;4;AKÜ;ERKEK;45-54;1
2013;10;AKÜ;ERKEK;18-24;1
2013;9;AKÜ;ERKEK;25-34;1
2013;5;AKÜ;KADIN;35-44;2
2013;1;AKÜ;ERKEK;45-54;3
2013;1;AKÜ;ERKEK;35-44;2
2013;3;AKÜ;KADIN;18-24;2
2013;4;AKÜ;ERKEK;25-34;1
2013;12;AKÜ;KADIN;25-34;1
2013;5;AKÜ;ERKEK;45-54;2
2013;11;AKÜ;ERKEK;55-64;1
2013;12;AKÜ;ERKEK;65+;1
2013;3;AKÜ;KADIN;35-44;3
2013;2;AKÜ;KADIN;45-54;1
2013;10;AKÜ;ERKEK;35-44;1
2013;11;AKÜ;ERKEK;25-34;1
2013;5;AKÜ;ERKEK;18-24;2
2013;5;AKÜ;KADIN;65+;1
2013;1;AKÜ;ERKEK;55-64;1
2013;10;AKÜ;ERKEK;25-34;1
2013;3;AKÜ;ERKEK;55-64;10
2013;3;AKÜ;KADIN;65+;4
2013;3;AKÜ;ERKEK;25-34;3
2013;3;AKÜ;KADIN;55-64;4
2013;6;AKÜ;ERKEK;25-34;1
2013;3;AKÜ;ERKEK;65+;15
2013;5;AKÜ;ERKEK;35-44;8
2013;5;AKÜ;ERKEK;55-64;8
2013;5;AKÜ;ERKEK;25-34;5
2013;5;AKÜ;KADIN;45-54;1
2013;6;AKÜ;ERKEK;18-24;1
2013;3;AKÜ;ERKEK;45-54;5
2013;5;AKÜ;ERKEK;65+;8
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;35
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;74
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;28
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;18
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;1
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;11
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18-24;1
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;1
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18-24;3
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18-24;1
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18-24;6
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;25-34;2
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;35-44;1
2013;7;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18-24;1
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;78
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18-24;25
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;25-34;33
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;55-64;12
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;5
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;8
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;4
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;35-44;21
2013;7;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;5
2013;6;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;1
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;2
2013;6;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;4
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;1
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;2
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;51
2013;7;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;1
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;20
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;55-64;24
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;25-34;7
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18-24;4
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;8
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;25-34;18
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;6
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;BELİRSİZ;65+;1
2013;6;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;1
2013;8;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;3
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18 Altı;1
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;6
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;36
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;39
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;25-34;1
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;1
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;1
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;18
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18-24;3
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;55-64;5
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18 Altı;1
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18-24;1
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;55-64;1
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;18 Altı;1
2013;9;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;35-44;1
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2013;6;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;1
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;9
2013;12;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;1
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;3
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;1
2013;11;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;55-64;1
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;18 Altı;1
2013;6;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;1
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;35-44;11
2013;3;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;35
2013;5;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;65+;11
2013;4;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;17
2013;10;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;2
2013;6;AŞEVİ;ERKEK;25-34;1
2013;1;AŞEVİ;ERKEK;65+;47
2013;8;AŞEVİ;ERKEK;65+;2
2013;6;AŞEVİ;ERKEK;45-54;3
2013;12;AŞEVİ;ERKEK;45-54;4
2013;7;AŞEVİ;KADIN;35-44;4
2013;7;AŞEVİ;KADIN;65+;2
2013;2;AŞEVİ;KADIN;25-34;2
2013;7;AŞEVİ;ERKEK;55-64;6
2013;12;AŞEVİ;KADIN;45-54;1
2013;2;AŞEVİ;KADIN;35-44;3
2013;7;AŞEVİ;KADIN;55-64;1
2013;3;AŞEVİ;ERKEK;35-44;2
2013;2;AŞEVİ;ERKEK;25-34;1
2013;3;AŞEVİ;BELİRSİZ;65+;1
2013;9;AŞEVİ;BELİRSİZ;65+;25
2013;11;AŞEVİ;BELİRSİZ;65+;8
2013;6;AŞEVİ;ERKEK;55-64;10
2013;10;AŞEVİ;ERKEK;55-64;11
2013;2;AŞEVİ;ERKEK;65+;17
2013;5;AŞEVİ;ERKEK;55-64;1
2013;1;AŞEVİ;KADIN;65+;4
2013;7;AŞEVİ;ERKEK;45-54;4
2013;5;AŞEVİ;ERKEK;45-54;6
2013;9;AŞEVİ;KADIN;65+;2
2013;8;AŞEVİ;BELİRSİZ;65+;1
2013;12;AŞEVİ;ERKEK;65+;6
2013;3;AŞEVİ;ERKEK;65+;15
2013;6;AŞEVİ;BELİRSİZ;65+;4
2013;1;AŞEVİ;ERKEK;45-54;22
2013;7;AŞEVİ;ERKEK;65+;3
2013;6;AŞEVİ;ERKEK;35-44;2
2013;11;AŞEVİ;ERKEK;45-54;2
2013;1;AŞEVİ;KADIN;25-34;5
2013;12;AŞEVİ;ERKEK;55-64;6
2013;4;AŞEVİ;ERKEK;45-54;10
2013;8;AŞEVİ;ERKEK;35-44;3
2013;5;AŞEVİ;ERKEK;35-44;7
2013;7;AŞEVİ;ERKEK;35-44;1
2013;9;AŞEVİ;ERKEK;45-54;3
2013;4;AŞEVİ;ERKEK;65+;7
2013;5;AŞEVİ;KADIN;35-44;1
2013;10;AŞEVİ;ERKEK;25-34;1
2013;1;AŞEVİ;ERKEK;35-44;11
2013;1;AŞEVİ;ERKEK;55-64;41
2013;9;AŞEVİ;ERKEK;55-64;4
2013;5;AŞEVİ;BELİRSİZ;65+;3
2013;5;AŞEVİ;ERKEK;65+;5
2013;8;AŞEVİ;ERKEK;45-54;4
2013;12;AŞEVİ;KADIN;35-44;2
2013;10;AŞEVİ;KADIN;45-54;4
2013;1;AŞEVİ;KADIN;55-64;13
2013;6;AŞEVİ;KADIN;25-34;2
2013;9;AŞEVİ;ERKEK;65+;5
2013;9;AŞEVİ;KADIN;35-44;4
2013;12;AŞEVİ;BELİRSİZ;65+;5
2013;12;AŞEVİ;ERKEK;35-44;3
2013;6;AŞEVİ;KADIN;55-64;1
2013;3;AŞEVİ;ERKEK;45-54;5
2013;3;AŞEVİ;KADIN;45-54;1
2013;4;AŞEVİ;KADIN;55-64;1
2013;6;AŞEVİ;KADIN;65+;3
2013;7;AŞEVİ;BELİRSİZ;65+;3
2013;11;AŞEVİ;ERKEK;65+;2
2013;3;AŞEVİ;ERKEK;55-64;6
2013;6;AŞEVİ;ERKEK;65+;3
2013;11;AŞEVİ;ERKEK;25-34;2
2013;1;AŞEVİ;KADIN;45-54;15
2013;9;AŞEVİ;KADIN;55-64;1
2013;2;AŞEVİ;ERKEK;45-54;5
2013;2;AŞEVİ;KADIN;65+;3
2013;12;AŞEVİ;KADIN;55-64;1
2013;10;AŞEVİ;BELİRSİZ;65+;4
2013;4;AŞEVİ;ERKEK;55-64;6
2013;7;AŞEVİ;KADIN;25-34;1
2013;2;AŞEVİ;KADIN;45-54;3
2013;3;AŞEVİ;KADIN;35-44;1
2013;1;AŞEVİ;BELİRSİZ;65+;1
2013;1;AŞEVİ;KADIN;35-44;8
2013;2;AŞEVİ;ERKEK;55-64;14
2013;8;AŞEVİ;ERKEK;55-64;5
2013;4;AŞEVİ;KADIN;65+;3
2013;4;AŞEVİ;ERKEK;35-44;2
